student_id,gender,major,program,GPA
2267,Male,B.Tech,CHD,7.702860494
2268,Male,B.Tech,CSE,7.005050315
2269,Female,B.Tech,CHD,7.72273289
2270,Male,B.Tech,ECE,4.83303063
2271,Male,B.Tech,CHD,7.476578782
2272,Male,MS,CSE,7.370876799
2273,Male,B.Tech,ECE,6.985279263
2274,Male,MS,CSE,8.003559361
2275,Male,MS,ECE,7.74320409
2276,Male,B.Tech,ECE,7.556605316
2277,Female,PhD,CND,8.000275865
2278,Female,MS,ECE,7.816019732
2279,Female,B.Tech,ECE,6.83565951
2280,Female,B.Tech,CSE,6.173517437
2281,Male,MS,CSE,6.905052612
2282,Male,B.Tech,CSE,5.407615709
2283,Male,B.Tech,CSE,5.728384896
2284,Male,B.Tech,CHD,6.752496774
2285,Female,B.Tech,ECE,6.896538656
2286,Male,B.Tech,CSE,7.212745695
2287,Female,PhD,CND,7.400694562
2288,Male,B.Tech,CND,6.179233666
2289,Male,B.Tech,CSE,5.967011528
2290,Female,B.Tech,ECE,7.705404153
2291,Male,MS,CHD,8.504814578
2292,Female,B.Tech,ECE,7.258022287
2293,Female,B.Tech,ECE,8.077180578
2294,Female,B.Tech,CSE,8.219279169
2295,Female,B.Tech,ECE,5.363648449
2296,Female,B.Tech,CHD,6.620859076
2297,Male,B.Tech,ECE,7.327730291
2298,Male,MS,CSE,7.696471743
2299,Male,B.Tech,ECE,6.22505607
2300,Male,B.Tech,CSE,7.229565593
2301,Male,PhD,ECE,8.06840793
2302,Male,B.Tech,CSE,5.247469449
2303,Female,B.Tech,ECE,6.190728321
2304,Male,B.Tech,CSE,6.71840934
2305,Male,B.Tech,ECE,6.550138012
2306,Female,MS,CHD,7.367010598
2307,Male,MS,CSE,7.880441044
2308,Female,B.Tech,CND,4.980166749
2309,Female,MS,CHD,7.448508294
2310,Female,B.Tech,CSE,7.119857786
2311,Female,B.Tech,ECE,6.857364409
2312,Female,B.Tech,ECE,6.133700224
2313,Male,B.Tech,CHD,6.866256616
2314,Male,B.Tech,CSE,8.289898302
2315,Male,B.Tech,CSE,6.37026955
2316,Male,B.Tech,CND,6.61653809
2317,Male,B.Tech,CHD,5.165560053
2318,Male,B.Tech,CSE,6.680693881
2319,Male,B.Tech,ECE,8.34134281
2320,Female,B.Tech,CND,7.11410616
2321,Male,MS,CSE,8.861244251
2322,Male,B.Tech,ECE,6.663211382
2323,Male,B.Tech,CSE,4.370853869
2324,Male,B.Tech,CSE,7.166450954
2325,Male,PhD,CND,8.299346206
2326,Female,MS,CND,8.107451001
2327,Male,B.Tech,CHD,7.636485996
2328,Male,B.Tech,ECE,6.183947516
2329,Male,B.Tech,CHD,6.813727038
2330,Male,PhD,ECE,8.16558832
2331,Male,B.Tech,CSE,6.364743601
2332,Male,B.Tech,CND,6.041922153
2333,Male,B.Tech,CND,7.90626354
2334,Male,B.Tech,ECE,5.991901625
2335,Female,B.Tech,CSE,7.697959743
2336,Male,MS,CHD,7.979109973
2337,Male,PhD,CSE,8.588652253
2338,Female,MS,CHD,8.087191144
2339,Female,MS,ECE,7.922406486
2340,Female,B.Tech,CSE,7.891983591
2341,Male,B.Tech,CND,6.996930581
2342,Male,MS,CSE,6.932469405
2343,Male,MS,CSE,8.581837479
2344,Female,B.Tech,CSE,8.544261713
2345,Male,MS,CSE,6.814676743
2346,Male,B.Tech,ECE,6.657387192
2347,Male,MS,ECE,8.85515287
2348,Male,MS,CHD,7.581448452
2349,Female,B.Tech,CSE,6.714347192
2350,Female,B.Tech,CSE,6.585760162
2351,Male,B.Tech,ECE,8.872850879
2352,Male,B.Tech,CSE,6.415062349
2353,Male,B.Tech,ECE,7.983348371
2354,Male,B.Tech,CSE,8.134428626
2355,Male,B.Tech,ECE,5.779438596
2356,Female,B.Tech,ECE,6.817414319
2357,Male,B.Tech,CHD,4.687349162
2358,Female,B.Tech,ECE,7.589188481
2359,Female,B.Tech,CSE,7.84576902
2360,Male,B.Tech,ECE,6.452210662
2361,Male,B.Tech,ECE,7.99738403
2362,Female,PhD,CSE,7.75938586
2363,Male,MS,CHD,7.722407044
2364,Female,MS,CSE,8.311719061
2365,Female,PhD,CHD,8.82049099
2366,Male,B.Tech,CHD,9.158976175
2367,Female,B.Tech,CSE,5.892690096
2368,Male,B.Tech,CHD,7.057697
2369,Female,B.Tech,ECE,7.721959618
2370,Male,MS,CHD,7.890817049
2371,Male,B.Tech,CSE,6.831879878
2372,Female,B.Tech,ECE,7.099924501
2373,Male,MS,CSE,7.578038378
2374,Male,B.Tech,ECE,6.337961219
2375,Female,B.Tech,ECE,5.407693306
2376,Male,B.Tech,ECE,7.047192552
2377,Female,B.Tech,CSE,7.651631558
2378,Female,B.Tech,CND,5.786749925
2379,Male,MS,ECE,7.724159283
2380,Male,B.Tech,ECE,5.825752842
2381,Male,B.Tech,ECE,7.238752988
2382,Female,PhD,ECE,8.319408345
2383,Female,B.Tech,ECE,6.689389437
2384,Other,B.Tech,CND,6.108508446
2385,Female,B.Tech,ECE,7.223398039
2386,Female,PhD,CHD,8.150383432
2387,Female,B.Tech,CSE,7.6108067
2388,Female,PhD,ECE,8.293646019
2389,Male,B.Tech,ECE,6.632210014
2390,Male,B.Tech,ECE,6.965193202
2391,Female,PhD,CND,7.82682418
2392,Female,B.Tech,CSE,5.452011076
2393,Male,MS,CHD,8.537991378
2394,Male,MS,CHD,8.170680475
2395,Male,PhD,CND,8.289965349
2396,Female,PhD,CHD,7.89957578
2397,Male,B.Tech,CSE,7.719411346
2398,Male,B.Tech,CHD,7.807719163
2399,Male,B.Tech,ECE,7.513789276
2400,Female,B.Tech,CND,6.856811863
2401,Female,B.Tech,ECE,6.246268827
2402,Female,MS,CSE,8.104197686
2403,Male,B.Tech,CSE,5.853230466
2404,Male,B.Tech,CSE,7.995972372
2405,Male,MS,CND,8.317858116
2406,Female,B.Tech,ECE,6.67029355
2407,Male,B.Tech,CND,8.035953064
2408,Male,B.Tech,ECE,7.239980463
2409,Male,B.Tech,ECE,6.317132994
2410,Male,PhD,CSE,8.280066616
2411,Female,B.Tech,CSE,4.414020322
2412,Female,PhD,CND,7.528730861
2413,Male,B.Tech,CSE,8.025194742
2414,Female,B.Tech,CSE,7.073476244
2415,Male,B.Tech,ECE,6.315988565
2416,Female,B.Tech,CND,7.074326546
2417,Female,PhD,CND,8.641586098
2418,Male,MS,CSE,7.595552285
2419,Male,B.Tech,ECE,7.79111839
2420,Male,MS,CHD,7.598500385
2421,Male,B.Tech,CND,6.228490019
2422,Male,B.Tech,CSE,6.801030602
2423,Male,B.Tech,ECE,7.005241095
2424,Other,B.Tech,ECE,6.274886789
2425,Male,MS,CND,8.985446082
2426,Male,MS,CSE,9.391522712
2427,Female,B.Tech,CHD,6.125154324
2428,Male,B.Tech,ECE,7.143360796
2429,Female,B.Tech,ECE,7.386657461
2430,Male,B.Tech,ECE,5.188184231
2431,Male,B.Tech,ECE,5.807951326
2432,Male,B.Tech,ECE,7.508457642
2433,Male,B.Tech,CSE,8.528142006
2434,Male,MS,CND,8.882913919
2435,Female,B.Tech,CSE,6.443578246
2436,Male,B.Tech,ECE,5.746907981
2437,Male,B.Tech,CHD,7.248066575
2438,Female,B.Tech,ECE,7.189326995
2439,Female,B.Tech,CHD,7.125111343
2440,Female,B.Tech,CSE,4.699116315
2441,Male,MS,CSE,8.487819953
2442,Male,B.Tech,ECE,4.778249009
2443,Male,B.Tech,ECE,7.960503954
2444,Male,B.Tech,ECE,7.171457877
2445,Male,B.Tech,CND,7.390976911
2446,Female,PhD,CSE,8.758256027
2447,Female,B.Tech,CSE,6.350737746
2448,Male,B.Tech,ECE,7.317766707
2449,Female,B.Tech,CSE,8.444966513
2450,Male,B.Tech,ECE,7.321795113
2451,Male,MS,ECE,7.944412941
2452,Female,B.Tech,CND,5.803216807
2453,Female,B.Tech,ECE,6.794341085
2454,Male,B.Tech,CSE,6.983024938
2455,Female,B.Tech,CSE,6.54736364
2456,Male,B.Tech,CSE,7.464964322
2457,Female,B.Tech,ECE,5.792025907
2458,Female,B.Tech,CSE,7.364346283
2459,Female,B.Tech,ECE,7.958167107
2460,Female,B.Tech,CHD,7.93445886
2461,Male,B.Tech,CSE,7.591734021
2462,Female,B.Tech,CSE,5.180018481
2463,Male,MS,CSE,8.35109183
2464,Male,B.Tech,ECE,5.867750671
2465,Male,B.Tech,ECE,8.348803246
2466,Female,B.Tech,ECE,6.75510549
2467,Male,PhD,CSE,8.858831793
2468,Male,B.Tech,ECE,6.624350415
2469,Male,B.Tech,ECE,7.150971654
2470,Male,B.Tech,CSE,6.077411537
2471,Male,B.Tech,CHD,7.476658891
2472,Male,B.Tech,ECE,8.184304709
2473,Male,B.Tech,CSE,6.730606135
2474,Male,B.Tech,ECE,8.577753141
2475,Male,B.Tech,CSE,6.893600413
2476,Male,B.Tech,CND,6.608579702
2477,Female,B.Tech,CSE,7.930363371
2478,Male,B.Tech,CHD,7.748989234
2479,Female,PhD,CSE,8.965369198
2480,Male,B.Tech,CND,6.402736418
2481,Male,MS,ECE,7.464337538
2482,Female,B.Tech,ECE,7.828576939
2483,Female,B.Tech,CSE,7.335990092
2484,Male,B.Tech,CSE,6.541387249
2485,Male,PhD,CND,8.739478426
2486,Male,PhD,ECE,8.169646122
2487,Male,B.Tech,CSE,7.632851016
2488,Male,MS,ECE,8.064324749
2489,Male,B.Tech,CSE,7.017990456
2490,Male,B.Tech,ECE,5.898341215
2491,Female,B.Tech,ECE,6.922197305
2492,Male,B.Tech,CHD,6.782984305
2493,Female,B.Tech,CSE,7.015549707
2494,Male,B.Tech,CSE,8.023254107
2495,Male,B.Tech,CND,5.346323016
2496,Male,MS,ECE,8.304932102
2497,Male,B.Tech,ECE,6.728779807
2498,Female,PhD,CSE,8.095141521
2499,Female,MS,CSE,8.562349568
2500,Male,B.Tech,CSE,6.465862336
2501,Male,B.Tech,ECE,7.792289058
2502,Male,B.Tech,CHD,8.813579205
2503,Male,B.Tech,CSE,5.931859528
2504,Male,B.Tech,ECE,7.574670898
2505,Male,B.Tech,CSE,6.113424159
2506,Male,MS,CSE,7.313946447
2507,Male,B.Tech,ECE,5.796254693
2508,Male,B.Tech,CSE,5.914527801
2509,Female,B.Tech,CSE,6.133338829
2510,Other,B.Tech,CSE,6.746733319
2511,Female,B.Tech,CND,7.966330134
2512,Male,B.Tech,CSE,6.20877395
2513,Other,B.Tech,ECE,8.159291852
2514,Male,B.Tech,CSE,8.777717368
2515,Female,B.Tech,CHD,5.885845667
2516,Female,B.Tech,CSE,5.194214514
2517,Male,B.Tech,CSE,7.27588483
2518,Male,B.Tech,CHD,6.292248165
2519,Female,B.Tech,CSE,7.414249853
2520,Female,MS,ECE,7.275098095
2521,Male,B.Tech,CSE,7.313902053
2522,Male,B.Tech,CSE,7.638463972
2523,Female,B.Tech,ECE,7.698841437
2524,Female,MS,CND,7.112682297
2525,Female,B.Tech,CND,8.476364933
2526,Female,B.Tech,CHD,8.819733211
2527,Male,MS,CND,7.777345779
2528,Male,B.Tech,ECE,7.766985959
2529,Female,MS,CND,8.648019576
2530,Male,MS,CND,8.413780485
2531,Female,B.Tech,ECE,8.61909189
2532,Male,B.Tech,ECE,8.518826457
2533,Male,B.Tech,ECE,7.004472914
2534,Male,B.Tech,ECE,6.58811983
2535,Male,PhD,ECE,8.226940552
2536,Male,B.Tech,CND,7.696838084
2537,Female,B.Tech,CSE,6.454625108
2538,Female,B.Tech,CSE,6.890814499
2539,Male,B.Tech,CND,6.665925383
2540,Male,B.Tech,CHD,6.607668623
2541,Female,B.Tech,CSE,7.593895087
2542,Male,B.Tech,ECE,6.067426479
2543,Male,B.Tech,ECE,7.97315849
2544,Female,B.Tech,CND,7.761440169
2545,Male,B.Tech,CND,6.650359052
2546,Male,B.Tech,ECE,5.769963636
2547,Female,B.Tech,CHD,7.197596887
2548,Male,PhD,CSE,7.692318164
2549,Male,B.Tech,ECE,6.557169695
2550,Female,B.Tech,ECE,6.226520775
2551,Male,B.Tech,CSE,7.118994811
2552,Male,B.Tech,ECE,6.785257759
2553,Male,B.Tech,ECE,7.745804967
2554,Male,MS,CSE,8.14748042
2555,Male,B.Tech,CSE,5.883007061
2556,Male,B.Tech,CSE,6.328245889
2557,Female,B.Tech,CSE,7.366105217
2558,Female,B.Tech,CSE,8.116594772
2559,Female,B.Tech,CHD,4.421969613
2560,Female,B.Tech,ECE,6.97914468
2561,Female,B.Tech,ECE,7.512429384
2562,Female,B.Tech,CSE,6.358231875
2563,Female,B.Tech,ECE,7.60280513
2564,Male,B.Tech,CND,8.286189623
2565,Male,PhD,ECE,7.576487757
2566,Female,B.Tech,CSE,7.787130675
2567,Male,B.Tech,CSE,6.053963344
2568,Female,B.Tech,CSE,7.240155147
2569,Male,B.Tech,CHD,5.319941968
2570,Male,PhD,CHD,8.161544018
2571,Female,B.Tech,ECE,7.489167424
2572,Male,B.Tech,CSE,4
2573,Male,B.Tech,CSE,7.359768481
2574,Female,MS,CSE,9.501452016
2575,Male,B.Tech,CSE,7.557184092
2576,Male,B.Tech,CSE,7.785971739
2577,Male,PhD,CHD,9.519670717
2578,Male,MS,CSE,7.76296677
2579,Female,MS,CSE,7.390038146
2580,Male,MS,CSE,7.164031729
2581,Male,B.Tech,CSE,8.653047925
2582,Female,B.Tech,CND,7.393758401
2583,Male,B.Tech,CSE,7.064004466
2584,Male,B.Tech,CSE,6.983134552
2585,Female,B.Tech,CSE,6.170116659
2586,Male,B.Tech,CSE,8.596787689
2587,Male,MS,CSE,8.388808919
2588,Male,PhD,CSE,8.27496091
2589,Male,B.Tech,ECE,7.459483416
2590,Female,B.Tech,CSE,7.185619724
2591,Male,B.Tech,CSE,7.762242026
2592,Male,B.Tech,ECE,5.763723394
2593,Male,B.Tech,CSE,7.755778434
2594,Male,PhD,ECE,8.833071123
2595,Male,MS,CHD,7.821587287
2596,Male,B.Tech,CND,8.408663738
2597,Male,B.Tech,ECE,7.81514903
2598,Male,B.Tech,CSE,7.011216503
2599,Female,PhD,ECE,8.407843148
2600,Male,B.Tech,CSE,6.078802245
2601,Male,PhD,ECE,7.943752315
2602,Male,MS,CND,7.746247783
2603,Female,B.Tech,CSE,5.770661057
2604,Male,B.Tech,CHD,7.590334751
2605,Male,MS,CHD,8.181286681
2606,Male,B.Tech,CSE,7.44518436
2607,Male,B.Tech,ECE,5.941598078
2608,Female,B.Tech,CSE,7.067823573
2609,Male,MS,CHD,8.15916776
2610,Male,B.Tech,CSE,8.314143189
2611,Male,PhD,CND,8.613428583
2612,Male,B.Tech,CHD,7.237752063
2613,Female,MS,CHD,7.329983723
2614,Female,PhD,ECE,7.003078363
2615,Male,B.Tech,ECE,6.255216411
2616,Male,MS,ECE,7.397988447
2617,Female,MS,CSE,8.539127239
2618,Male,B.Tech,ECE,6.983370549
2619,Male,B.Tech,CSE,6.515186967
2620,Female,MS,ECE,8.634544022
2621,Female,B.Tech,ECE,7.008791984
2622,Female,B.Tech,ECE,8.004102185
2623,Female,B.Tech,CSE,7.395286113
2624,Male,B.Tech,ECE,5.415150393
2625,Male,MS,ECE,7.598609802
2626,Male,B.Tech,CSE,6.168872718
2627,Female,PhD,CSE,9.067814678
2628,Male,B.Tech,CSE,6.904415338
2629,Male,B.Tech,CSE,4.15402017
2630,Female,B.Tech,CSE,7.135014624
2631,Female,MS,CSE,9.824149236
2632,Male,B.Tech,ECE,7.688514348
2633,Female,B.Tech,ECE,7.857775538
2634,Male,B.Tech,CSE,6.095968418
2635,Male,B.Tech,ECE,8.540688857
2636,Male,PhD,CSE,8.619729592
2637,Male,PhD,CHD,8.548103021
2638,Male,PhD,CND,7.587185238
2639,Male,B.Tech,ECE,7.239249689
2640,Female,B.Tech,CSE,8.29858267
2641,Male,B.Tech,CND,6.048215757
2642,Male,B.Tech,ECE,6.840504005
2643,Male,B.Tech,CSE,6.534209423
2644,Male,B.Tech,CHD,7.905135959
2645,Male,B.Tech,ECE,7.556691684
2646,Male,MS,CSE,7.158582442
2647,Female,B.Tech,CSE,5.73972331
2648,Male,B.Tech,CSE,6.3785959
2649,Female,B.Tech,CND,9.400438225
2650,Female,B.Tech,CHD,7.310457773
2651,Female,B.Tech,ECE,6.844959016
2652,Female,MS,CND,8.434406521
2653,Female,B.Tech,CND,7.927916507
2654,Female,B.Tech,ECE,6.948795449
2655,Male,B.Tech,CSE,6.789195663
2656,Male,B.Tech,CSE,7.566698663
2657,Male,B.Tech,CHD,4.3235544
2658,Male,B.Tech,CSE,8.15894717
2659,Male,B.Tech,CSE,6.755643763
2660,Other,PhD,CHD,7.848724828
2661,Male,B.Tech,CND,6.82368769
2662,Female,MS,ECE,6.850196494
2663,Male,B.Tech,ECE,4.419014786
2664,Male,B.Tech,CSE,8.001510022
2665,Female,MS,CHD,7.664732463
2666,Male,B.Tech,CSE,6.92534767
2667,Female,B.Tech,CHD,5.971620435
2668,Male,PhD,CHD,8.094054448
2669,Male,B.Tech,CSE,6.408724653
2670,Male,B.Tech,CHD,6.963131458
2671,Male,MS,CSE,9.165574625
2672,Female,B.Tech,ECE,8.304838833
2673,Male,B.Tech,ECE,6.461325194
2674,Male,B.Tech,ECE,7.212812893
2675,Male,B.Tech,CHD,7.571163116
2676,Female,B.Tech,CSE,6.544959113
2677,Male,MS,CHD,7.645694782
2678,Male,MS,ECE,8.392823298
2679,Male,PhD,CND,8.374107833
2680,Male,B.Tech,ECE,8.03944088
2681,Male,MS,CSE,8.182784667
2682,Male,B.Tech,CHD,5.366347206
2683,Female,PhD,CND,8.960497428
2684,Male,B.Tech,CSE,8.225856324
2685,Male,PhD,CND,8.559468924
2686,Female,B.Tech,CND,5.797635746
2687,Female,B.Tech,CHD,6.353546602
2688,Female,B.Tech,CSE,7.804028594
2689,Female,B.Tech,CHD,6.990374588
2690,Male,B.Tech,CSE,7.469696327
2691,Female,B.Tech,CSE,6.08195623
2692,Other,B.Tech,CHD,6.228651738
2693,Female,B.Tech,ECE,6.960238375
2694,Male,B.Tech,CSE,7.111241081
2695,Male,B.Tech,CSE,5.810843302
2696,Male,B.Tech,ECE,6.510807839
2697,Female,B.Tech,ECE,7.551348282
2698,Female,B.Tech,ECE,4.503235592
2699,Male,B.Tech,CSE,7.507353706
2700,Female,B.Tech,CSE,7.04010238
2701,Male,PhD,CSE,7.51912522
2702,Male,B.Tech,ECE,7.554311168
2703,Female,MS,CSE,8.678075901
2704,Male,B.Tech,ECE,6.250611755
2705,Female,B.Tech,ECE,6.903824664
2706,Female,B.Tech,CSE,7.970024772
2707,Female,MS,CHD,9.072166954
2708,Female,B.Tech,ECE,6.30870532
2709,Male,MS,CSE,8.213614122
2710,Male,B.Tech,CND,7.89395146
2711,Female,B.Tech,CHD,7.213636137
2712,Male,B.Tech,CSE,7.478574458
2713,Female,B.Tech,ECE,7.618337801
2714,Male,MS,CND,7.497689416
2715,Male,B.Tech,ECE,7.406429914
2716,Male,MS,ECE,7.488813056
2717,Male,PhD,CND,8.324746751
2718,Male,B.Tech,ECE,7.484848339
2719,Male,MS,ECE,8.846311578
2720,Male,B.Tech,ECE,7.019135063
2721,Male,PhD,ECE,8.102831627
2722,Female,B.Tech,ECE,8.055380657
2723,Female,B.Tech,CSE,8.872752911
2724,Male,MS,CND,7.507343782
2725,Male,MS,CND,8.369573363
2726,Male,B.Tech,ECE,7.831405782
2727,Female,B.Tech,CHD,5.093857506
2728,Female,B.Tech,CSE,6.458949698
2729,Male,MS,CSE,8.159346265
2730,Male,B.Tech,CSE,6.795065665
2731,Male,B.Tech,ECE,7.549804693
2732,Male,B.Tech,CND,8.486035768
2733,Male,B.Tech,ECE,6.596081568
2734,Male,B.Tech,CSE,6.191393467
2735,Female,B.Tech,ECE,6.583000494
2736,Female,B.Tech,ECE,9.214099085
2737,Female,MS,CSE,8.079788297
2738,Male,MS,CND,8.760974316
2739,Male,B.Tech,ECE,8.576438108
2740,Female,PhD,ECE,7.67976641
2741,Male,MS,CSE,7.611998481
2742,Male,MS,CHD,7.627752127
2743,Male,B.Tech,ECE,7.520531958
2744,Female,PhD,CHD,8.365408137
2745,Male,PhD,CHD,8.550258486
2746,Female,B.Tech,CND,8.191698385
2747,Male,B.Tech,ECE,6.992294737
2748,Male,B.Tech,ECE,7.36112106
2749,Male,B.Tech,CSE,6.245684642
2750,Female,B.Tech,CSE,6.600101871
2751,Male,B.Tech,CSE,6.610915624
2752,Male,PhD,CSE,8.49506819
2753,Female,B.Tech,ECE,7.515574374
2754,Male,MS,ECE,8.44371391
2755,Male,B.Tech,CSE,8.091097319
2756,Female,B.Tech,ECE,7.782564552
2757,Female,B.Tech,CSE,7.709566423
2758,Female,B.Tech,CSE,5.48864369
2759,Male,B.Tech,ECE,7.157571357
2760,Female,B.Tech,CSE,7.227503952
2761,Male,B.Tech,CSE,6.46445831
2762,Female,PhD,CND,8.591415931
2763,Female,B.Tech,ECE,7.005958866
2764,Male,B.Tech,ECE,8.277372462
2765,Female,PhD,CHD,8.454257123
2766,Male,B.Tech,CSE,8.267159816
2767,Male,MS,CSE,7.322767895
2768,Female,PhD,ECE,8.135878571
2769,Male,B.Tech,ECE,5.74803866
2770,Male,B.Tech,CSE,6.809165172
2771,Female,B.Tech,ECE,6.669818473
2772,Female,B.Tech,ECE,6.207983624
2773,Female,MS,ECE,8.224551251
2774,Male,B.Tech,CSE,9.039584328
2775,Male,B.Tech,ECE,7.039435793
2776,Male,PhD,CND,8.653762574
2777,Male,B.Tech,ECE,6.940685478
2778,Female,B.Tech,ECE,6.244960926
2779,Female,B.Tech,CND,6.932973656
2780,Male,B.Tech,CSE,5.41040122
2781,Female,B.Tech,ECE,8.154457412
2782,Male,B.Tech,CHD,7.890063168
2783,Male,MS,ECE,8.066928713
2784,Female,B.Tech,ECE,8.044539717
2785,Male,B.Tech,ECE,6.451626616
2786,Male,MS,CHD,6.904533743
2787,Female,B.Tech,CSE,6.078373457
2788,Male,B.Tech,CSE,6.294688881
2789,Male,MS,ECE,7.261849779
2790,Female,B.Tech,CHD,5.549626212
2791,Female,B.Tech,ECE,8.070493963
2792,Male,B.Tech,CSE,6.550571228
2793,Female,PhD,CHD,8.131993371
2794,Male,B.Tech,ECE,6.077229832
2795,Male,PhD,ECE,7.681833181
2796,Male,MS,CND,6.190376094
2797,Female,B.Tech,ECE,7.615536696
2798,Other,B.Tech,CND,8.246436322
2799,Female,B.Tech,ECE,6.232963233
2800,Male,B.Tech,ECE,6.347145411
2801,Female,B.Tech,CSE,7.67544527
2802,Male,MS,CSE,6.816660588
2803,Male,MS,CSE,8.143250263
2804,Male,B.Tech,CND,8.131914788
2805,Male,PhD,CHD,8.323094795
2806,Male,B.Tech,ECE,6.833757061
2807,Male,PhD,CHD,8.273931796
2808,Male,B.Tech,ECE,9.44051001
2809,Female,B.Tech,CND,6.931548515
2810,Female,B.Tech,ECE,6.367468769
2811,Male,B.Tech,CHD,7.964994786
2812,Female,B.Tech,CND,8.684339935
2813,Male,MS,CND,9.10989371
2814,Female,B.Tech,CSE,6.774978652
2815,Female,MS,CHD,8.051531936
2816,Female,MS,CHD,7.989698916
2817,Female,PhD,CSE,8.548217869
2818,Male,B.Tech,CSE,6.136646383
2819,Female,MS,CND,7.098077179
2820,Male,MS,CSE,7.997472192
2821,Female,MS,ECE,8.481120197
2822,Male,B.Tech,ECE,5.964002591
2823,Male,B.Tech,CSE,8.049355993
2824,Male,MS,CSE,7.317512348
2825,Male,B.Tech,CSE,7.342561053
2826,Female,B.Tech,ECE,6.506454735
2827,Male,MS,ECE,7.728934409
2828,Male,MS,ECE,8.362753044
2829,Male,MS,CHD,8.944182283
2830,Male,PhD,CSE,7.404736927
2831,Female,B.Tech,ECE,8.419813077
2832,Male,B.Tech,ECE,6.115778888
2833,Male,B.Tech,ECE,6.566813418
2834,Male,B.Tech,CHD,6.369585267
2835,Male,B.Tech,ECE,7.862728703
2836,Female,B.Tech,CSE,5.60050179
2837,Male,B.Tech,CHD,6.759985813
2838,Male,B.Tech,CSE,6.357694988
2839,Male,MS,CHD,8.058402338
2840,Male,B.Tech,CSE,8.09455995
2841,Male,B.Tech,ECE,5.823282166
2842,Female,B.Tech,CSE,6.714369226
2843,Female,MS,CHD,7.113954045
2844,Female,B.Tech,CSE,5.877554127
2845,Male,B.Tech,ECE,5.44014885
2846,Male,B.Tech,CSE,6.070493388
2847,Male,B.Tech,CND,6.980569167
2848,Female,B.Tech,CSE,6.250722928
2849,Male,B.Tech,CSE,6.089648035
2850,Male,B.Tech,CND,5.56091525
2851,Female,B.Tech,CSE,6.9563121
2852,Male,B.Tech,ECE,7.515684013
2853,Female,B.Tech,CSE,5.782633577
2854,Male,B.Tech,ECE,6.238923372
2855,Male,B.Tech,ECE,6.766136838
2856,Male,B.Tech,CHD,8.315479353
2857,Female,B.Tech,ECE,6.580385589
2858,Male,B.Tech,CSE,7.15968412
2859,Other,B.Tech,ECE,6.468653362
2860,Male,B.Tech,ECE,6.571574163
2861,Male,PhD,CHD,8.22277823
2862,Female,B.Tech,ECE,6.65155741
2863,Female,B.Tech,ECE,7.407229988
2864,Male,B.Tech,CND,5.238958952
2865,Male,MS,CND,7.978932531
2866,Male,B.Tech,CHD,8.894024151
2867,Female,B.Tech,ECE,7.784360299
2868,Female,PhD,CSE,8.508519961
2869,Male,B.Tech,CSE,7.447242199
2870,Male,MS,CND,9.231763467
2871,Male,MS,ECE,7.92446528
2872,Male,B.Tech,CSE,7.732943399
2873,Male,B.Tech,CND,5.521486571
2874,Female,B.Tech,CSE,7.621261531
2875,Male,B.Tech,CSE,5.623264577
2876,Male,B.Tech,CSE,8.041686592
2877,Male,B.Tech,ECE,7.131699473
2878,Female,B.Tech,ECE,6.007944242
2879,Male,B.Tech,CSE,7.810449501
2880,Female,PhD,CHD,8.141940741
2881,Male,MS,ECE,9.321691221
2882,Male,PhD,CSE,7.747803745
2883,Female,B.Tech,CSE,8.99357324
2884,Male,B.Tech,ECE,7.377041586
2885,Female,B.Tech,CHD,6.078859681
2886,Female,B.Tech,CHD,9.222103732
2887,Male,PhD,CND,8.865471078
2888,Male,B.Tech,CSE,9.149058356
2889,Male,MS,CHD,7.807506656
2890,Male,MS,CHD,10
2891,Male,B.Tech,ECE,7.815361347
2892,Female,B.Tech,CHD,7.88064439
2893,Male,B.Tech,CSE,7.363920331
2894,Female,B.Tech,ECE,7.918489321
2895,Male,B.Tech,ECE,7.142077846
2896,Male,B.Tech,CSE,6.118724774
2897,Female,B.Tech,CSE,5.752556467
2898,Male,MS,CSE,8.088496112
2899,Female,B.Tech,CSE,7.3922202
2900,Male,MS,CSE,7.312054766
2901,Male,MS,CSE,6.938970997
2902,Male,B.Tech,CSE,7.097680109
2903,Male,PhD,ECE,7.955791155
2904,Male,MS,CSE,7.223882925
2905,Female,B.Tech,ECE,8.808315814
2906,Female,B.Tech,CSE,6.406391225
2907,Male,MS,CND,7.634906011
2908,Female,B.Tech,CSE,5.834743851
2909,Male,MS,CHD,6.912762
2910,Male,B.Tech,ECE,7.941803593
2911,Male,MS,CSE,7.513690801
2912,Female,B.Tech,ECE,6.754289223
2913,Male,B.Tech,CSE,6.834744696
2914,Female,MS,CSE,7.588571822
2915,Male,B.Tech,CSE,8.436279945
2916,Female,B.Tech,CSE,6.712257082
2917,Male,PhD,CND,8.20791553
2918,Female,B.Tech,ECE,6.89794216
2919,Male,MS,CND,6.681844264
2920,Male,MS,CND,7.387441714
2921,Male,B.Tech,ECE,7.720875839
2922,Male,B.Tech,ECE,8.040744287
2923,Male,B.Tech,CSE,7.541280707
2924,Male,B.Tech,ECE,8.126699312
2925,Male,B.Tech,ECE,7.147458558
2926,Male,MS,CND,8.614360145
2927,Male,MS,CSE,7.011209877
2928,Female,PhD,CHD,7.342082859
